citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
66 FR 5421, 01-1813,5423,https://www.federalregister.gov/documents/2001/01/19/01-1813/federal-interagency-task-force-on-the-district-of-columbia,https://www.govinfo.gov/content/pkg/FR-2001-01-19/pdf/01-1813.pdf,Presidential Document,Executive Order,01/19/2001,2001-01-15,5421,Federal Interagency Task Force on the District of Columbia,"",13189
83 FR 12469, 2018-05916,12470,https://www.federalregister.gov/documents/2018/03/21/2018-05916/taking-additional-steps-to-address-the-situation-in-venezuela,https://www.govinfo.gov/content/pkg/FR-2018-03-21/pdf/2018-05916.pdf,Presidential Document,Executive Order,03/21/2018,2018-03-19,12469,Taking Additional Steps to Address the Situation in Venezuela,"See: EO 13692, March 8, 2015; EO 13808, August 24, 2017",13827
86 FR 60747, 2021-24183,60748,https://www.federalregister.gov/documents/2021/11/03/2021-24183/designation-to-exercise-authority-over-the-national-defense-stockpile,https://www.govinfo.gov/content/pkg/FR-2021-11-03/pdf/2021-24183.pdf,Presidential Document,Executive Order,11/03/2021,2021-10-31,60747,Designation To Exercise Authority Over the National Defense Stockpile,"See: EO 13603, March 16, 2012; EO 14017, February 24, 2021",14051
86 FR 66397, 2021-25715,66401,https://www.federalregister.gov/documents/2021/11/23/2021-25715/nondisplacement-of-qualified-workers-under-service-contracts,https://www.govinfo.gov/content/pkg/FR-2021-11-23/pdf/2021-25715.pdf,Presidential Document,Executive Order,11/23/2021,2021-11-18,66397,Nondisplacement of Qualified Workers Under Service Contracts,"Revokes: EO 13897, October 31, 2019
Revoked by: EO 14148, January 20, 2025",14055
72 FR 40707, 07-3656,40709,https://www.federalregister.gov/documents/2007/07/24/07-3656/interpretation-of-the-geneva-conventions-common-article-3-as-applied-to-a-program-of-detention-and,https://www.govinfo.gov/content/pkg/FR-2007-07-24/pdf/07-3656.pdf,Presidential Document,Executive Order,07/24/2007,2007-07-20,40707,Interpretation of the Geneva Conventions Common Article 3 as Applied to a Program of Detention and Interrogation Operated by the Central Intelligence Agency,"Revoked by: EO 13491, January 22, 2009",13440
73 FR 76501, E8-30042,76501,https://www.federalregister.gov/documents/2008/12/16/E8-30042/closing-of-executive-departments-and-agencies-of-the-federal-government-on-friday-december-26-2008,https://www.govinfo.gov/content/pkg/FR-2008-12-16/pdf/E8-30042.pdf,Presidential Document,Executive Order,12/16/2008,2008-12-12,76501,"Closing of Executive Departments and Agencies of the Federal Government on Friday, December 26, 2008","See: EO 11582, February 11, 1971",13482
74 FR 4111, E9-1574,4113,https://www.federalregister.gov/documents/2009/01/22/E9-1574/granting-reciprocity-on-excepted-service-and-federal-contractor-employee-fitness-and-reinvestigating,https://www.govinfo.gov/content/pkg/FR-2009-01-22/pdf/E9-1574.pdf,Presidential Document,Executive Order,01/22/2009,2009-01-16,4111,Granting Reciprocity on Excepted Service and Federal Contractor Employee Fitness and Reinvestigating Individuals in Positions of Public Trust,"See: EO 10450, April 27, 1953; EO 13467, June 30, 2008
Amended by: EO 13764, January 17, 2017",13488
74 FR 4097, E9-1538,4098,https://www.federalregister.gov/documents/2009/01/22/E9-1538/establishment-of-a-temporary-organization-to-facilitate-united-states-government-support-for,https://www.govinfo.gov/content/pkg/FR-2009-01-22/pdf/E9-1538.pdf,Presidential Document,Executive Order,01/22/2009,2009-01-16,4097,Establishment of a Temporary Organization To Facilitate United States Government Support for Afghanistan,"",13487
74 FR 6533, E9-2893,6535,https://www.federalregister.gov/documents/2009/02/09/E9-2893/amendments-to-executive-order-13199-and-establishment-of-the-presidents-advisory-council-for,https://www.govinfo.gov/content/pkg/FR-2009-02-09/pdf/E9-2893.pdf,Presidential Document,Executive Order,02/09/2009,2009-02-05,6533,Amendments to Executive Order 13199 and Establishment of the President's Advisory Council for Faith-Based and Neighborhood Partnerships,"Amends: EO 13199, July 29, 2001
See: EO 13559, November 17, 2010; EO 13569, April 5, 2011; EO 13640, April 5, 2013; EO 13652, September 30, 2013;  EO 13708, September 30, 3015",13498
74 FR 2289, E9-818,2291,https://www.federalregister.gov/documents/2009/01/14/E9-818/strengthening-laboratory-biosecurity-in-the-united-states,https://www.govinfo.gov/content/pkg/FR-2009-01-14/pdf/E9-818.pdf,Presidential Document,Executive Order,01/14/2009,2009-01-09,2289,Strengthening Laboratory Biosecurity in the United States,"",13486
66 FR 5424, 01-1814,5425,https://www.federalregister.gov/documents/2001/01/19/01-1814/presidents-commission-on-educational-resource-equity,https://www.govinfo.gov/content/pkg/FR-2001-01-19/pdf/01-1814.pdf,Presidential Document,Executive Order,01/19/2001,2001-01-15,5424,President's Commission on Educational Resource Equity,"",13190
66 FR 34777, 01-16668,34781,https://www.federalregister.gov/documents/2001/06/29/01-16668/blocking-property-of-persons-who-threaten-international-stabilization-efforts-in-the-western-balkans,https://www.govinfo.gov/content/pkg/FR-2001-06-29/pdf/01-16668.pdf,Presidential Document,Executive Order,06/29/2001,2001-06-26,34777,Blocking Property of Persons Who Threaten International Stabilization Efforts in the Western Balkans,"Amended by: EO 13304, May 28, 2003
See:  Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010; Notice of June 20, 2025",13219
86 FR 55465, 2021-21908,55468,https://www.federalregister.gov/documents/2021/10/05/2021-21908/continuance-or-reestablishment-of-certain-federal-advisory-committees-and-amendments-to-other,https://www.govinfo.gov/content/pkg/FR-2021-10-05/pdf/2021-21908.pdf,Presidential Document,Executive Order,10/05/2021,2021-09-30,55465,Continuance or Reestablishment of Certain Federal Advisory Committees and Amendments to Other Executive Orders,"Amends: EO 11287, June 28, 1966; EO 12382, September 13, 1982; EO 13231, October 16, 2001; EO 13265, June 6, 2002 
Partially supersedes: EO 13889, September 27, 2019 
See: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 11612, July 26, 1971; EO 12131, May 4, 1979; EO 12216, June 18, 1980; EO 12382, September 13, 1982; EO 12829, January 6, 1993; EO 12905, March 25, 1994; EO 12915, May 13, 1994; EO 12916, May 13, 1994; EO 12963, June 14, 1995; EO 12994, March 21, 1996; EO 13112, February 3, 1999; EO 13179, December 7, 2000; EO 13231, October 16, 2001; EO 13265, June 6, 2002; EO 13540, April 26, 2010; EO 13549, August 8, 2010; EO 13621, July 26, 2012; EO 13675, August 8, 2014; EO 14007, January 29, 2021; EO 14008, January 27, 2021; EO 14031, May 28, 2021; EO 14041, September 2, 2021; EO 14045, September 13, 2021
Superseded by: EO 14109, September 29, 2023",14048
89 FR 17265, 2024-05220,17270,https://www.federalregister.gov/documents/2024/03/11/2024-05220/scaling-and-expanding-the-use-of-registered-apprenticeships-in-industries-and-the-federal-government,https://www.govinfo.gov/content/pkg/FR-2024-03-11/pdf/2024-05220.pdf,Presidential Document,Executive Order,03/11/2024,2024-03-06,17265,Scaling and Expanding the Use of Registered Apprenticeships in Industries and the Federal Government and Promoting Labor-Management Forums,"Supersedes: EO 13522, December 9, 2009
Revokes: EO 13812, September 29, 2017
See: EO 14035, June 25, 2021
Revoked by: EO 14236, March 14, 2025",14119
74 FR 50909, E9-23886,50910,https://www.federalregister.gov/documents/2009/10/01/E9-23886/continuance-of-certain-federal-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2009-10-01/pdf/E9-23886.pdf,Presidential Document,Executive Order,10/01/2009,2009-09-29,50909,Continuance of Certain Federal Advisory Committees,"Continues: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 12131, May 4, 1979; EO 12196, February 26, 1980; EO 12216, June 18, 1980; EO 12367, February 15, 1982; EO 12382, September 13, 1982; EO 12905, March 25, 1994; EO 12994, March 21, 1996; EO 13226, September 30, 2001; EO 13231, October 16, 2001; EO 13256, February 12, 2002; EO 13265, June 6, 2002; EO 13270, July 3, 2002; Supersedes in part: EO 13446, September 28, 2007; Superseded by: EO 13585, September 30, 2011",13511
85 FR 78939, 2020-27065,78943,https://www.federalregister.gov/documents/2020/12/08/2020-27065/promoting-the-use-of-trustworthy-artificial-intelligence-in-the-federal-government,https://www.govinfo.gov/content/pkg/FR-2020-12-08/pdf/2020-27065.pdf,Presidential Document,Executive Order,12/08/2020,2020-12-03,78939,Promoting the Use of Trustworthy Artificial Intelligence in the Federal Government,"See: EO 13859, February 11, 2019; EO 14319, July 23, 2025",13960
90 FR 5469, 2025-01395,5489,https://www.federalregister.gov/documents/2025/01/17/2025-01395/advancing-united-states-leadership-in-artificial-intelligence-infrastructure,https://www.govinfo.gov/content/pkg/FR-2025-01-17/pdf/2025-01395.pdf,Presidential Document,Executive Order,01/17/2025,2025-01-14,5469,Advancing United States Leadership in Artificial Intelligence Infrastructure,"See: EO 14028, May 12, 2021; Memo. of November 30, 2022; EO 14110, October 30, 2023; EO 14126, September 6, 2024
Revoked by: EO 14318, July 23, 2025",14141
88 FR 50535, 2023-16570,50757,https://www.federalregister.gov/documents/2023/08/02/2023-16570/2023-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16570.pdf,Presidential Document,Executive Order,08/02/2023,2023-07-28,50535,"2023 Amendments to the Manual for Courts-Martial, United States","See: EO 12473, April 13, 1984",14103
88 FR 51203, 2023-16636,51208,https://www.federalregister.gov/documents/2023/08/02/2023-16636/federal-research-and-development-in-support-of-domestic-manufacturing-and-united-states-jobs,https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16636.pdf,Presidential Document,Executive Order,08/02/2023,2023-07-28,51203,Federal Research and Development in Support of Domestic Manufacturing and United States Jobs,"See: EO 14005, January 25, 2021",14104
88 FR 21879, 2023-07760,21881,https://www.federalregister.gov/documents/2023/04/11/2023-07760/modernizing-regulatory-review,https://www.govinfo.gov/content/pkg/FR-2023-04-11/pdf/2023-07760.pdf,Presidential Document,Executive Order,04/11/2023,2023-04-06,21879,Modernizing Regulatory Review,"See: EO 12866, September 30, 1993;  EO 13563, January 18, 2021; Memo. of January 20, 2021
Revoked by: EO 14148, January 20, 2025",14094
72 FR 425, 06-9993,425,https://www.federalregister.gov/documents/2007/01/04/06-9993/providing-for-the-closing-of-government-departments-and-agencies-on-january-2-2007,https://www.govinfo.gov/content/pkg/FR-2007-01-04/pdf/06-9993.pdf,Presidential Document,Executive Order,01/04/2007,2006-12-28,425,"Providing for the Closing of Government Departments and Agencies on January 2, 2007","See: EO 11582, February 11, 1971",13421
70 FR 62023, 05-21571,62025,https://www.federalregister.gov/documents/2005/10/27/05-21571/further-strengthening-the-sharing-of-terrorism-information-to-protect-americans,https://www.govinfo.gov/content/pkg/FR-2005-10-27/pdf/05-21571.pdf,Presidential Document,Executive Order,10/27/2005,2005-10-25,62023,Further Strengthening the Sharing of Terrorism Information To Protect Americans,"Revokes: EO 13356, August 27, 2004 
Amends: EO 13311, July 29, 2003 
See: EO 12958, April 17, 1995",13388
70 FR 60697, 05-20944,60714,https://www.federalregister.gov/documents/2005/10/18/05-20944/2005-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2005-10-18/pdf/05-20944.pdf,Presidential Document,Executive Order,10/18/2005,2005-10-14,60697,"2005 Amendments to the Manual for Courts-Martial, United States","Amends: EO 12473, April 13, 1984 
See: EO 12958, April 17, 1995",13387
71 FR 20519, 06-3865,20521,https://www.federalregister.gov/documents/2006/04/21/06-3865/national-mathematics-advisory-panel,https://www.govinfo.gov/content/pkg/FR-2006-04-21/pdf/06-3865.pdf,Presidential Document,Executive Order,04/21/2006,2006-04-18,20519,National Mathematics Advisory Panel,"",13398
85 FR 10031, 2020-03556,10032,https://www.federalregister.gov/documents/2020/02/20/2020-03556/amending-executive-order-13803reviving-the-national-space-council,https://www.govinfo.gov/content/pkg/FR-2020-02-20/pdf/2020-03556.pdf,Presidential Document,Executive Order,02/20/2020,2020-02-13,10031,Amending Executive Order 13803Reviving the National Space Council,"Amends: EO 13803, June 30, 2017 
Revoked by: EO 14056, December 1, 2021",13906
85 FR 81333, 2020-27740,81335,https://www.federalregister.gov/documents/2020/12/15/2020-27740/rebranding-united-states-foreign-assistance-to-advance-american-influence,https://www.govinfo.gov/content/pkg/FR-2020-12-15/pdf/2020-27740.pdf,Presidential Document,Executive Order,12/15/2020,2020-12-10,81333,Rebranding United States Foreign Assistance To Advance American Influence,"Revoked by: EO 14029, May 14, 2021",13964
85 FR 81777, 2020-27948,81780,https://www.federalregister.gov/documents/2020/12/17/2020-27948/increasing-economic-and-geographic-mobility,https://www.govinfo.gov/content/pkg/FR-2020-12-17/pdf/2020-27948.pdf,Presidential Document,Executive Order,12/17/2020,2020-12-14,81777,Increasing Economic and Geographic Mobility,"See: EO 13777, February 24, 2017",13966
77 FR 40779, 2012-17022,40783,https://www.federalregister.gov/documents/2012/07/11/2012-17022/assignment-of-national-security-and-emergency-preparedness-communications-functions,https://www.govinfo.gov/content/pkg/FR-2012-07-11/pdf/2012-17022.pdf,Presidential Document,Executive Order,07/11/2012,2012-07-06,40779,Assignment of National Security and Emergency Preparedness Communications Functions,"Revokes: EO 12472, April 3, 1984
Amends: EO 12382, September 13, 1982
See: EO 12333, December 4, 1981; EO 13526, December 29, 2009; EO 14239, March 18, 2025",13618
77 FR 43483, 2012-18237,43485,https://www.federalregister.gov/documents/2012/07/24/2012-18237/taking-additional-steps-to-address-the-national-emergency-with-respect-to-somalia,https://www.govinfo.gov/content/pkg/FR-2012-07-24/pdf/2012-18237.pdf,Presidential Document,Executive Order,07/24/2012,2012-07-20,43483,Taking Additional Steps to Address the National Emergency With Respect to Somalia,"See: EO 13536, April 12, 2010",13620
77 FR 62139, 2012-25236,62145,https://www.federalregister.gov/documents/2012/10/12/2012-25236/authorizing-the-implementation-of-certain-sanctions-set-forth-in-the-iran-threat-reduction-and-syria,https://www.govinfo.gov/content/pkg/FR-2012-10-12/pdf/2012-25236.pdf,Presidential Document,Executive Order,10/12/2012,2012-10-09,62139,Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Threat Reduction and Syria Human Rights Act of 2012 and Additional Sanctions With Respect to Iran,"Amends: EO 13622, July 30, 2012
See: EO 12957, March 15, 1995; EO 12959, May 6, 1995; EO 13059, August 19, 1997; EO 13599, February 5, 2012; EO 13622, July 30, 2012
Amended by: EO 13716, January 16, 2016",13628
77 FR 66353, 2012-27002,66355,https://www.federalregister.gov/documents/2012/11/02/2012-27002/establishing-the-white-house-homeland-security-partnership-council,https://www.govinfo.gov/content/pkg/FR-2012-11-02/pdf/2012-27002.pdf,Presidential Document,Executive Order,11/02/2012,2012-10-26,66353,Establishing the White House Homeland Security Partnership Council,"",13629
